,id,title,concepts,countries_distinct_count,institutions_distinct_count,grants,keywords,open_access,primary_topic,sustainable_development_goals
2044,https://openalex.org/W4401345127,“It Became No Man’s Land”: The Burden of Moderating Online Harassment in Newswork,"Harassment,Political science,Psychology,Public relations,Advertising,Media studies,Business,Social psychology,Sociology",1,2,,Harassment,hybrid,Social Media and Politics,Gender equality
2045,https://openalex.org/W4401364742,Effectiveness and User Experience of a Smoking Cessation Chatbot: Mixed Methods Study Comparing Motivational Interviewing and Confrontational Counseling,"Motivational interviewing,Chatbot,Smoking cessation,Psychology,Interview,Medicine,Applied psychology,Public health,Medical education,Computer science,Nursing,World Wide Web,Intervention (counseling),Pathology,Political science,Law",1,3,,"Motivational Interviewing,Chatbot,Interview",gold,Smoking Behavior and Cessation,Good health and well-being
2046,https://openalex.org/W4401380077,"Potential, Pitfalls, and Future Directions for Remote Monitoring of Chronic Respiratory Diseases: Multicenter Mixed Methods Study in Routine Cystic Fibrosis Care","Cystic fibrosis,Medicine,Respiratory system,Intensive care medicine,Internal medicine",1,8,,,gold,Cystic Fibrosis Research Advances,Good health and well-being
2047,https://openalex.org/W4401423201,Benefit of adjuvant chemotherapy on recurrence free survival per consensus molecular subtype in stage <scp>III</scp> colon cancer,"Medicine,Adjuvant,Internal medicine,Cohort,Chemotherapy,Colorectal cancer,Oncology,Stage (stratigraphy),Subtyping,Adjuvant chemotherapy,Adjuvant therapy,Gastroenterology,Multivariate analysis,Cancer,Biology,Paleontology,Breast cancer,Computer science,Programming language",1,9,KWF Kankerbestrijding,"Subtyping,Adjuvant Chemotherapy,Adjuvant Therapy",hybrid,Colorectal Cancer Treatments and Studies,No poverty
2048,https://openalex.org/W4401423255,Autoantibodies and damage in patients with idiopathic inflammatory myopathies: A longitudinal multicenter study from the MYONET international network,"Medicine,Autoantibody,Multicenter study,Myositis,Immunology,Pathology,Internal medicine,Antibody,Randomized controlled trial",11,22,,,hybrid,Inflammatory Myopathies and Dermatomyositis,Partnerships for the goals
2049,https://openalex.org/W4401440706,"Protein intakes for preterm infants, and the need for a multi-nutrient holistic approach","Nutrient,Medicine,Biology,Ecology",2,5,,,hybrid,Infant Nutrition and Health,Zero hunger
2050,https://openalex.org/W4401455524,Serial Cerebrospinal Fluid Sampling Reveals Trajectories of Potential Synaptic Biomarkers in Early Stages of Alzheimer’s Disease,"Cerebrospinal fluid,Neuroscience,Disease,Medicine,Alzheimer's disease,Pathology,Psychology",4,10,,,green,Functional Brain Connectivity Studies,
2051,https://openalex.org/W4401503133,The ethics of open source investigations: Navigating privacy challenges in a gray zone information landscape,"Transparency (behavior),Journalism,Internet privacy,Duty,Personally identifiable information,Gray (unit),Face (sociological concept),Information privacy,Political science,Computer science,Sociology,Computer security,Law,Social science,Medicine,Radiology",1,2,,Gray (unit),hybrid,"Privacy, Security, and Data Protection","Peace, justice, and strong institutions"
2052,https://openalex.org/W4401580589,Direct Oral Anticoagulants in Older and Frail Patients with Atrial Fibrillation: A Decade of Experience,"Medicine,Atrial fibrillation,Pharmacotherapy,Rivaroxaban,Intensive care medicine,Warfarin,Internal medicine,Cardiology",1,3,,Pharmacotherapy,hybrid,Atrial Fibrillation Management and Outcomes,
2053,https://openalex.org/W4401634314,Analyzing the green hydrogen value chain against the sustainable development goals,"Value (mathematics),Chain (unit),Sustainable development,Business,Environmental science,Mathematics,Physics,Ecology,Statistics,Biology,Astronomy",1,1,,"Value (mathematics),Chain (unit)",gold,Hybrid Renewable Energy Systems,Partnerships for the goals
2054,https://openalex.org/W4401665823,A Complete Finite Axiomatisation of the Equational Theory of Common Meadows,"Decidability,Mathematics,Division (mathematics),Class (philosophy),Focus (optics),Set (abstract data type),Algebra over a field,Operator (biology),Pure mathematics,Discrete mathematics,Arithmetic,Computer science,Artificial intelligence,Programming language,Biochemistry,Chemistry,Physics,Repressor,Transcription factor,Optics,Gene",2,2,,Operator (biology),bronze,"Logic, programming, and type systems",Life on land
2055,https://openalex.org/W4401700393,Learning curve stratified outcomes after robotic pancreatoduodenectomy: International multicenter experience,"Medicine,Multicenter study,Learning curve,Pancreaticoduodenectomy,General surgery,Surgery,Resection,Randomized controlled trial,Management,Economics",9,27,Intuitive Surgical,Learning curve,closed,Pancreatic and Hepatic Oncology Research,
2056,https://openalex.org/W4401761875,Ethics of Wearable-Based Out-of-Hospital Cardiac Arrest Detection,"Beneficence,Medicine,Informed consent,Autonomy,Research ethics,Engineering ethics,Medical emergency,Internet privacy,Risk analysis (engineering),Computer science,Psychiatry,Alternative medicine,Pathology,Political science,Law,Engineering",1,7,,Research Ethics,closed,Cardiac Arrest and Resuscitation,"Peace, justice, and strong institutions"
2057,https://openalex.org/W4401773612,"Mapping consumptions and market size of cocaine, amphetamine and MDMA through wastewater analysis: A Dutch case study","Urbanity,MDMA,Consumption (sociology),Amphetamine,Population,Environmental health,Per capita,Wastewater,Toxicology,Agricultural economics,Medicine,Economics,Environmental science,Environmental engineering,Pharmacology,Economy,Social science,Sociology,Dopamine,Biology,Endocrinology",1,2,,"Urbanity,MDMA,Consumption",hybrid,Pharmaceutical and Antibiotic Environmental Impacts,Clean water and sanitation
2058,https://openalex.org/W4401793996,Impact of varying pre-exposure prophylaxis programs on HIV and Neisseria gonorrhoeae transmission among MSM in the Netherlands: a modelling study,"Men who have sex with men,Pre-exposure prophylaxis,Neisseria gonorrhoeae,Human immunodeficiency virus (HIV),Medicine,Transmission (telecommunications),Gonococcal infection,Male Homosexuality,Environmental health,Family medicine,Demography,Gynecology,Virology,Syphilis,Sexually transmitted disease,Biology,Microbiology,Telecommunications,Computer science,Sociology",3,10,"Centrum Infectieziektebestrijding, Rijksinstituut voor Volksgezondheid en Milieu","Pre-exposure prophylaxis,Neisseria gonorrhoeae,Gonococcal infection,Male Homosexuality",hybrid,Reproductive tract infections research,Good health and well-being
2059,https://openalex.org/W4401811282,The role of the primitive marker <scp>CD133</scp> in <scp>CD34</scp>‐negative acute myeloid leukemia for the detection of leukemia stem cells,"CD34,CD38,Myeloid leukemia,Leukemia,Stem cell,Bone marrow,Myeloid,Acute leukemia,Medicine,Immunology,Cancer research,Haematopoiesis,Biology,Cell biology",1,7,,,hybrid,Acute Myeloid Leukemia Research,No poverty
2060,https://openalex.org/W4401823406,Natural disease course of chronic visceral acid sphingomyelinase deficiency in adults: A first step toward treatment criteria,"Medicine,Internal medicine,DLCO,Acid sphingomyelinase,Gastroenterology,Enzyme replacement therapy,Dyslipidemia,Hepatosplenomegaly,Diffusing capacity,Chronic liver disease,Cirrhosis,Pathology,Disease,Sphingomyelin,Lung,Cholesterol,Lung function",1,6,,"DLCO,Acid sphingomyelinase,Dyslipidemia,Hepatosplenomegaly,Chronic liver disease",hybrid,Lysosomal Storage Disorders Research,Good health and well-being
2061,https://openalex.org/W4401851765,"Systematic review of barriers, facilitators, and tools to promote shared decision making in the emergency department","Medicine,Emergency department,Medical emergency,Nursing",1,2,,,closed,Patient-Provider Communication in Healthcare,Quality education
2062,https://openalex.org/W4401855674,Incentivizing news consumption on social media platforms using large language models and realistic bot accounts,"Ideology,Misinformation,Social media,Entertainment,Politics,Media consumption,Polarization (electrochemistry),Internet privacy,Advertising,Democracy,News media,Political science,Psychology,Computer science,Business,Law,Chemistry,Physical chemistry",3,4,,"Misinformation,Media Consumption",gold,Misinformation and Its Impacts,Gender equality
2063,https://openalex.org/W4401890574,Cerebrovascular Complications in Bacterial Meningitis,"Meningitis,Bacterial meningitis,Medicine,Intensive care medicine,Microbiology,Pediatrics,Biology",1,3,,,diamond,Bacterial Infections and Vaccines,Good health and well-being
2064,https://openalex.org/W4401894103,"The impact of digital interventions on health insurance coverage for reproductive, maternal, newborn and child health services in Kakamega, Kenya: a cluster randomized controlled trial","Psychological intervention,Cluster (spacecraft),Cluster randomised controlled trial,Randomized controlled trial,Reproductive health,Developing country,Environmental health,Medicine,Child health,Family medicine,Nursing,Economic growth,Population,Economics,Surgery,Computer science,Programming language",2,4,,Child Health,gold,Global Maternal and Child Health,
2065,https://openalex.org/W4401914643,Followers’ Cognitive Elaboration of Sponsored Influencer Content: The Significance of Argument Quality,"Elaboration likelihood model,Influencer marketing,Argument (complex analysis),Situational ethics,Persuasion,Psychology,Content (measure theory),Need for cognition,Quality (philosophy),Cognition,Advertising,Elaboration,Social psychology,Marketing,Business,Epistemology,Relationship marketing,Mathematical analysis,Philosophy,Mathematics,Neuroscience,Humanities,Biochemistry,Chemistry,Marketing management",1,1,,"Elaboration likelihood model,Argument (complex analysis),Situational ethics,Content (measure theory),Need for cognition,Elaboration",hybrid,Media Influence and Health,
2066,https://openalex.org/W4401934174,Comprehensive Characterization of Drying Oil Oxidation and Polymerization Using Time-Resolved Infrared Spectroscopy,"Curing (chemistry),Fourier transform infrared spectroscopy,Polymerization,Polymer,Infrared spectroscopy,Chemical engineering,Chemistry,Linseed oil,Polymer chemistry,Materials science,Organic chemistry,Engineering",2,3,"Nederlandse Organisatie voor Wetenschappelijk Onderzoek,Division of Materials Research,Office of International Science and Engineering",,hybrid,Cultural Heritage Materials Analysis,Life on land
2067,https://openalex.org/W4402005722,Against the odds: predictors of academic success and excellence in majority-minority schools,"Odds,Academic achievement,Excellence,Curriculum,Psychology,Ethnic group,Mindset,Religiosity,Logistic regression,Demography,Developmental psychology,Mathematics education,Social psychology,Pedagogy,Sociology,Political science,Mathematics,Statistics,Law,Philosophy,Epistemology,Anthropology",2,2,,"Odds,Excellence,Mindset",closed,School Choice and Performance,Quality education
2068,https://openalex.org/W4402063353,Telecare that works: lessons on integrating digital technologies in elder care from Indian transnational families,"Telecare,Elder care,Medicine,Telemedicine,Business,Political science,Nursing,Health care,Law",2,2,,"Telecare,Elder care",hybrid,Intergenerational Family Dynamics and Caregiving,
2069,https://openalex.org/W4402130367,Gamma rays from dark matter spikes in EAGLE simulations,"Physics,Dark matter,Milky Way,Galaxy,Astrophysics,Black hole (networking),Dark matter halo,Halo,Computer network,Routing protocol,Routing (electronic design automation),Computer science,Link-state routing protocol",3,6,,Black hole (networking),hybrid,Dark Matter and Cosmic Phenomena,
2070,https://openalex.org/W4402135896,Patient Participant Perspectives on Implementation of Long-Acting Cabotegravir and Rilpivirine: Results From the Cabotegravir and Rilpivirine Implementation Study in European Locations (CARISEL) Study,"Rilpivirine,Interquartile range,Medicine,Intervention (counseling),Qualitative research,Human immunodeficiency virus (HIV),Family medicine,Internal medicine,Nursing,Antiretroviral therapy,Viral load,Social science,Sociology",8,10,ViiV Healthcare,"Rilpivirine,Interquartile range",gold,HIV/AIDS Research and Interventions,Good health and well-being
2071,https://openalex.org/W4402251993,Latent infection of an active giant endogenous virus in a unicellular green alga,"Giant Virus,Endogeny,Biology,Virus,Virology,Microbiology,Botany,Genetics,Biochemistry,Gene,Genome",4,8,,Giant Virus,green,Microbial Community Ecology and Physiology,
2072,https://openalex.org/W4402269942,Multichannel Lanthanide‐Doped Nanoprobes for Serodiagnosis and Therapy,"Nanotechnology,Lanthanide,Materials science,Computer science,Chemistry,Ion,Organic chemistry",2,2,,,hybrid,Nanocluster Synthesis and Applications,
2073,https://openalex.org/W4402274233,Comparison of Bulk Polymeric Resin Composite and Hybrid Glass Ionomer Cement in Adhesive Class I Dental Restorations: A 3D Finite Element Analysis,"Materials science,Glass ionomer cement,Composite material,Adhesive,Molar,Composite number,Enamel paint,Shrinkage,Stress (linguistics),Cement,Layer (electronics),Dentistry,Medicine,Linguistics,Philosophy",2,4,,"Glass ionomer cement,Shrinkage",gold,Dental materials and restorations,Sustainable cities and communities
2074,https://openalex.org/W4402332198,Challenges and Limitations of Human Oversight in Ethical AI Implementation in Healthcare: Balancing Digital Literacy and Professional Strain,"Literacy,Health care,Strain (injury),Engineering ethics,Psychology,Political science,Medicine,Pedagogy,Engineering,Law,Internal medicine",1,1,H2020 European Research Council,Strain (injury),diamond,Artificial Intelligence in Healthcare and Education,Quality education
2075,https://openalex.org/W4402350970,Pedestrian-Vehicle Information Modulation for Pedestrian Crossing Intention Prediction,"Pedestrian,Pedestrian crossing,Computer science,Modulation (music),Transport engineering,Computer vision,Artificial intelligence,Engineering,Physics,Acoustics",2,2,China Scholarship Council,"Pedestrian crossing,Modulation (music)",closed,Autonomous Vehicle Technology and Safety,Sustainable cities and communities
2076,https://openalex.org/W4402468253,Nurturing the Next Generation of HPB Surgeons: short term results of the pilot E-AHPBA Mentorship Program.,"Medicine,Mentorship,Term (time),Medical education,Medical physics,Quantum mechanics,Physics",7,14,,Mentorship,closed,Diversity and Career in Medicine,
2077,https://openalex.org/W4402483783,Vegetation dynamics following three decades of trophic rewilding in the mesic grasslands of Oostvaardersplassen,"Trophic level,Geography,Ecology,Vegetation (pathology),Grassland,Biology,Medicine,Pathology",2,5,"Villum Fonden,Danmarks Grundforskningsfond,Danmarks Frie Forskningsfond",,hybrid,Environmental Philosophy and Ethics,
2078,https://openalex.org/W4402489628,Lower confidence and increased error sensitivity in OCD patients while learning under volatility,"Generalizability theory,Confidence interval,Psychology,Population,Clinical psychology,Audiology,Developmental psychology,Internal medicine,Medicine,Environmental health",1,2,,,gold,Obsessive-Compulsive Spectrum Disorders,
2079,https://openalex.org/W4402507667,How to do impactful research in artificial intelligence for chemistry and materials science.,"Perspective (graphical),Field (mathematics),Computer science,Diversity (politics),Maturity (psychological),Artificial intelligence,Chemistry,Data science,Sociology,Psychology,Mathematics,Developmental psychology,Anthropology,Pure mathematics",4,7,,,green,Machine Learning in Materials Science,
2080,https://openalex.org/W4402567562,Prospective multicentre observational study evaluating acute lower limb ischaemia (PROMOTE-ALI),"Medicine,Observational study,Limb ischemia,Prospective cohort study,Intensive care medicine,Ischemia,Emergency medicine,Internal medicine",8,9,,Limb ischemia,hybrid,Peripheral Artery Disease Management,Zero hunger
2081,https://openalex.org/W4402576981,Odontogenic Myxomas Harbor Recurrent Copy Number Alterations and a Distinct Methylation Signature,"DNA methylation,Biology,Methylation,Copy-number variation,Pathology,Bioinformatics,Medicine,Genetics,Genome,Gene,Gene expression",4,15,,,closed,Oral and Maxillofacial Pathology,"Peace, justice, and strong institutions"
2082,https://openalex.org/W4402582336,Evaluation of AJCC Nodal Staging for Intraductal Papillary Mucinous Neoplasm-Derived Pancreatic Ductal Adenocarcinoma,"Medicine,Intraductal papillary mucinous neoplasm,Perineural invasion,Pancreatic cancer,Internal medicine,Stage (stratigraphy),Hazard ratio,Proportional hazards model,Adenocarcinoma,Cancer,Lymphovascular invasion,Oncology,Gastroenterology,AJCC staging system,T-stage,Radiology,Pancreas,Confidence interval,Metastasis,Paleontology,Staging system,Biology",2,7,,"Perineural invasion,Lymphovascular invasion,AJCC staging system,T-stage",hybrid,Pancreatic and Hepatic Oncology Research,Good health and well-being
2083,https://openalex.org/W4402638808,Clinical and proteomic profiles of chronic kidney disease in heart failure with reduced and preserved ejection fraction,"Medicine,Ejection fraction,Heart failure,Kidney disease,Cardiology,Heart failure with preserved ejection fraction,Internal medicine",4,8,"AstraZeneca,Dutch Cardiovascular Alliance,European Commission,European Commission,National University of Singapore,Ministry of Education,Hartstichting,National Medical Research Council",,hybrid,Cardiovascular Function and Risk Factors,Good health and well-being
2084,https://openalex.org/W4402643710,Multi-way modelling of oral microbial dynamics and host-microbiome interactions during induced gingivitis,"Microbiome,Oral Microbiome,Gingivitis,Dynamics (music),Host (biology),Biology,Dentistry,Medicine,Ecology,Psychology,Bioinformatics,Pedagogy",1,4,,"Oral Microbiome,Dynamics",gold,Oral microbiology and periodontitis research,Zero hunger
2085,https://openalex.org/W4402658315,The potential benefit of artificial intelligence regarding clinical decision-making in the treatment of wrist trauma patients,"Medicine,Wrist,Orthopedic surgery,Diagnostic accuracy,Radiology,Physical therapy,Surgery",2,5,Universität Basel,,gold,Artificial Intelligence in Healthcare and Education,"Peace, justice, and strong institutions"
2086,https://openalex.org/W4402693399,"Decarbonization under geoeconomic distress? Energy shocks, carbon lock‐ins, and Germany's pathway toward net zero","Zero (linguistics),Natural resource economics,Energy (signal processing),Carbon fibers,Distress,Economics,Lock (firearm),Zero emission,Greenhouse gas,Environmental science,Materials science,Waste management,Physics,Engineering,Psychology,Mechanical engineering,Ecology,Philosophy,Linguistics,Quantum mechanics,Composite number,Composite material,Psychotherapist,Biology",2,2,"Independent Social Research Foundation,Danmarks Frie Forskningsfond","Zero (linguistics),Carbon fibers,Lock (firearm),Zero emission",hybrid,Climate Change Policy and Economics,
2087,https://openalex.org/W4402737565,Chest Pain in Primary Care: A Systematic Review of Risk Stratification Tools to Rule Out Acute Coronary Syndrome,"Risk stratification,Acute coronary syndrome,Medicine,Chest pain,Primary care,Stratification (seeds),Intensive care medicine,Cardiology,Myocardial infarction,Family medicine,Seed dormancy,Botany,Germination,Dormancy,Biology",1,4,,"Risk Stratification,Stratification (seeds)",bronze,Cardiac Imaging and Diagnostics,Good health and well-being
2088,https://openalex.org/W4402739262,"Hydrophilic Interaction Chromatography Coupled to Ultraviolet Photodissociation Affords Identification, Localization, and Relative Quantitation of Glycans on Intact Glycoproteins","Glycan,Photodissociation,Chemistry,Glycoprotein,Ultraviolet,Chromatography,Identification (biology),Hydrophilic interaction chromatography,Ultraviolet radiation,Mass spectrometry,Biochemistry,High-performance liquid chromatography,Photochemistry,Biology,Materials science,Botany,Optoelectronics,Radiochemistry",2,3,"Welch Foundation,Division of Chemistry","Ultraviolet,Identification",closed,Glycosylation and Glycoproteins Research,
2089,https://openalex.org/W4402798780,Effects of resveratrol on aortic growth in patients with Marfan syndrome: a single-arm open-label multicentre trial,"Medicine,Marfan syndrome,Clinical endpoint,Resveratrol,Aorta,Losartan,Aortic root,Cardiology,Internal medicine,Aortic aneurysm,Surgery,Clinical trial,Blood pressure,Angiotensin II,Pharmacology",1,6,,Clinical endpoint,closed,Connective tissue disorders research,
2090,https://openalex.org/W4402817645,"One dimensional staggered bosons, clock models, and their noninvertible symmetries","Lattice (music),Homogeneous space,Boson,Physics,Combinatorics,Discrete mathematics,Mathematics,Quantum mechanics,Geometry,Acoustics",2,3,"U.S. Department of Energy,Ministerie van Onderwijs, Cultuur en Wetenschap,Nederlandse Organisatie voor Wetenschappelijk Onderzoek",Lattice (music),hybrid,Physics of Superconductivity and Magnetism,
2091,https://openalex.org/W4402828259,Oropouche virus: a re-emerging arbovirus of clinical significance.*,"Arbovirus,Virology,Arbovirus Infections,Virus,Geography,Biology",8,21,"National Science Foundation,Danmarks Grundforskningsfond,Danmarks Grundforskningsfond",Arbovirus Infections,gold,Viral Infections and Vectors,Zero hunger
2092,https://openalex.org/W4402836291,Effect of mesenchymal stem cells on the host response in severe community-acquired pneumonia,"Mesenchymal stem cell,Medicine,Sepsis,Pneumonia,Immunology,Host response,Stem cell,Innate immune system,Community-acquired pneumonia,Immune system,Adipose tissue,Immunity,Internal medicine,Pathology,Biology,Cell biology",6,9,,Host response,closed,Immune Response and Inflammation,Good health and well-being
2093,https://openalex.org/W4402840930,GWAS shows the genetics behind cell-free DNA and highlights the importance of p.Arg206Cys in DNASE1L3 for non-invasive testing,"Genome-wide association study,Genetics,Biology,Computational biology,Evolutionary biology,Single-nucleotide polymorphism,Gene,Genotype",1,3,,Genome-wide Association Study,gold,Cancer Genomics and Diagnostics,Zero hunger
2094,https://openalex.org/W4402847794,Engagement and Acceptability of Acceptance and Commitment Therapy in Daily Life (ACT-DL) in Early Psychosis: Secondary Findings from a Multi-Center Randomized Controlled Trial (Preprint),"Acceptance and commitment therapy,Randomized controlled trial,Psychology,Preprint,Center (category theory),Psychosis,Psychotherapist,Clinical psychology,Medicine,Psychiatry,Intervention (counseling),World Wide Web,Computer science,Crystallography,Chemistry,Surgery",4,12,,"Preprint,Center (category theory)",gold,Schizophrenia research and treatment,
2095,https://openalex.org/W4402964960,Anything you would like to share: Evaluating a data donation application in a survey and field study,"Field (mathematics),Field survey,Donation,Computer science,Data science,Engineering,Mathematics,Political science,Civil engineering,Law,Pure mathematics",1,2,,Field survey,diamond,Survey Methodology and Nonresponse,
2096,https://openalex.org/W4403015180,Peeling the onion: how complex is the artemisinin resistance genetic trait of malaria parasites?,"Artemisinin,Malaria,Plasmodium falciparum,Trait,Biology,Virology,Resistance (ecology),Drug resistance,Medicine,Genetics,Immunology,Computer science,Ecology,Programming language",4,6,"National Research Foundation Singapore,Ministry of Education - Singapore,National Medical Research Council",Trait,hybrid,Malaria Research and Control,Zero hunger
2097,https://openalex.org/W4403074403,"Use of the Win Ratio for Analysis of Stroke Trials: Description, Illustration, and Planned Use in the Second European Carotid Surgery Trial (ECST-2)","Medicine,Stroke (engine),Clinical trial,Randomized controlled trial,Myocardial infarction,Perioperative,Internal medicine,Physical therapy,Surgery,Mechanical engineering,Engineering",3,9,,Stroke,closed,Cerebrovascular and Carotid Artery Diseases,
2098,https://openalex.org/W4403076418,Globular proteins as Pickering emulsion stabilizers: particles or surfactants?,"Pickering emulsion,Globular cluster,Emulsion,Globular protein,Chemical engineering,Chemistry,Materials science,Polymer chemistry,Polymer science,Physics,Stars,Engineering,Crystallography,Astronomy",2,3,,"Pickering emulsion,Globular protein",closed,Pickering emulsions and particle stabilization,
2099,https://openalex.org/W4403078364,Flowering plant communities mediate the effects of habitat composition and configuration on wild pollinator communities,"Biology,Pollinator,Habitat,Ecology,Composition (language),Plant community,Pollination,Species richness,Pollen,Linguistics,Philosophy",5,19,Biotechnology and Biological Sciences Research Council,,hybrid,Plant and animal studies,Life on land
2100,https://openalex.org/W4403134273,Understanding neurotropic enteric viruses: routes of infection and mechanisms of attenuation,"Virology,Viral encephalitis,Biology,Encephalitis,Viral infection,Picornavirus,Virus,Enteric nervous system,Enteric virus,Gut–brain axis,Acute flaccid paralysis,Paralysis,Viral meningitis,Meningitis,Enterovirus,Central nervous system,Immunology,Medicine,Bacterial meningitis,Neuroscience,Poliovirus,Immune system,RNA,Genetics,Cerebrospinal fluid,Surgery,Psychiatry,Gene",2,6,"Wellcome Trust,Health~Holland,Health~Holland,Horizon 2020 Framework Programme,Medical Research Council","Viral encephalitis,Viral infection,Picornavirus,Enteric Nervous System,Enteric virus,Gut–brain axis,Acute flaccid paralysis,Viral meningitis",hybrid,Viral gastroenteritis research and epidemiology,Good health and well-being
2101,https://openalex.org/W4403186457,Translational strategies to uncover the etiology of congenital anomalies of the kidney and urinary tract,"Urinary system,Medicine,Kidney disease,Nephrology,Bioinformatics,Kidney,Population,Disease,Intensive care medicine,Internal medicine,Biology,Environmental health",1,8,Nierstichting,Nephrology,hybrid,Renal and related cancers,
2102,https://openalex.org/W4403209557,Moral Learning and Decision-Making Across the Lifespan,"Psychology,Morality,Social cognitive theory of morality,Moral development,Moral disengagement,Moral behavior,Key (lock),Cognitive science,Social psychology,Moral reasoning,Theory of mind,Outcome (game theory),Epistemology,Cognitive psychology,Cognition,Neuroscience,Computer science,Philosophy,Mathematics,Mathematical economics,Computer security",5,8,,Moral behavior,green,Psychology of Moral and Emotional Judgment,"Peace, justice, and strong institutions"
2103,https://openalex.org/W4403221076,Towards Empathetic Conversational Recommender Systems,"Recommender system,Computer science,Human–computer interaction,World Wide Web",2,5,,,hybrid,Topic Modeling,
2104,https://openalex.org/W4403228652,Conceptualizing just transition litigation,"Phenomenon,Perspective (graphical),Climate justice,Economic Justice,Set (abstract data type),Transition (genetics),Law and economics,Political science,Raising (metalworking),Action (physics),Climate change,Social justice,Sociology,Public relations,Law,Epistemology,Engineering,Ecology,Computer science,Chemistry,Biochemistry,Gene,Philosophy,Artificial intelligence,Biology,Quantum mechanics,Programming language,Mechanical engineering,Physics",10,20,,"Phenomenon,Climate Justice,Raising (metalworking),Social Justice",closed,Environmental law and policy,Climate action
2105,https://openalex.org/W4403243436,Two waves of massive stars running away from the young cluster R136,"Stars,Physics,Astrophysics,Astronomy,Star cluster,Cluster (spacecraft),Computer science,Programming language",6,12,,,closed,"Stellar, planetary, and galactic studies",
2106,https://openalex.org/W4403244131,Structural origin of relaxation in dense colloidal suspensions,"Amorphous solid,Chemical physics,Relaxation (psychology),Colloid,Materials science,Shear (geology),Particle (ecology),Thermal fluctuations,Thermodynamics,Chemistry,Physics,Crystallography,Physical chemistry,Composite material,Psychology,Social psychology,Oceanography,Geology",2,4,Science and Engineering Research Board,"Particle (ecology),Thermal fluctuations",green,Material Dynamics and Properties,
2107,https://openalex.org/W4403278503,Short-Term Mindsets and Crime,"Term (time),Criminology,Psychology,Physics,Quantum mechanics",2,3,,,closed,Misinformation and Its Impacts,
2108,https://openalex.org/W4403287995,Platelet transfusion in neonatal intensive care units of 22 European countries: a prospective observational study,"Observational study,Medicine,Platelet transfusion,Intensive care medicine,Intensive care,Pediatrics,Emergency medicine,Platelet,Internal medicine",22,34,,Platelet Transfusion,gold,Neonatal Health and Biochemistry,
2109,https://openalex.org/W4403288415,The role of artificial intelligence in coronary CT angiography,"Coronary angiography,Medicine,Angiography,Radiology,Computer science,Medical physics,Cardiology,Myocardial infarction",2,3,,,gold,Cardiac Imaging and Diagnostics,Good health and well-being
2110,https://openalex.org/W4403295819,"Endoscopic sphincterotomy to prevent post-ERCP pancreatitis after self-expandable metal stent placement for distal malignant biliary obstruction (SPHINX): a multicentre, randomised controlled trial","Medicine,Endoscopic retrograde cholangiopancreatography,Pancreatitis,Stent,Surgery,Biliary stent,Biliary drainage,General surgery",3,22,Cook Medical,"Biliary stent,Biliary Drainage",closed,Gallbladder and Bile Duct Disorders,Good health and well-being
2111,https://openalex.org/W4403318989,Google news initiative innovation challenge in Latin America: business models between path dependence and power relations,"Latin Americans,Path (computing),Power (physics),Business,Business model,Political science,Regional science,Marketing,Industrial organization,Public relations,Economic geography,Economics,Computer science,Sociology,Physics,Quantum mechanics,Law,Programming language",5,5,,,hybrid,Media and Digital Communication,"Industry, innovation and infrastructure"
2112,https://openalex.org/W4403339762,A Rare Noncoding Enhancer Variant in <i>SCN5A</i> Contributes to the High Prevalence of Brugada Syndrome in Thailand,"Brugada syndrome,Enhancer,Locus (genetics),Genetics,Biology,Allele,Genome-wide association study,Sudden cardiac death,Sodium channel,Gene,Medicine,Single-nucleotide polymorphism,Transcription factor,Genotype,Internal medicine,Neuroscience,Chemistry,Organic chemistry,Sodium",6,26,,Genome-wide Association Study,closed,Cardiac electrophysiology and arrhythmias,Good health and well-being
2113,https://openalex.org/W4403352754,"Exploring Nanopore direct sequencing performance of forensic STRs, SNPs, InDels, and DNA methylation markers in a single assay","Indel,Biology,Genetics,DNA sequencing,DNA profiling,Forensic genetics,Nanopore sequencing,Single-nucleotide polymorphism,Computational biology,DNA methylation,Massive parallel sequencing,DNA,Forensic science,Microsatellite,Gene,Genotype,Allele,Gene expression",1,4,,"Indel,DNA profiling,Forensic Genetics,Massive parallel sequencing",closed,Molecular Biology Techniques and Applications,
2114,https://openalex.org/W4403382650,Validation of a holistic composite outcome measure for the evaluation of chronic pain interventions,"Minimal clinically important difference,Cronbach's alpha,Medicine,Physical therapy,Construct validity,Quality of life (healthcare),Chronic pain,Psychological intervention,Patient-reported outcome,Psychometrics,Clinical psychology,Randomized controlled trial,Surgery,Psychiatry,Nursing",4,26,Saluda Medical,Patient-reported outcome,gold,Musculoskeletal pain and rehabilitation,
2115,https://openalex.org/W4403399917,The influence of artificial intelligence within health-related risk work: a critical framework and lines of empirical inquiry,"Work (physics),Empirical research,Risk communication,Psychology,Sociology,Medicine,Environmental health,Epistemology,Engineering,Philosophy,Mechanical engineering",1,1,,"Empirical Research,Risk Communication",hybrid,Ethics and Social Impacts of AI,
